{'axis': 'X', 'long_name': '', 'standard_name': 'longitude', 'units': 'degrees_east'}
-124.99034118652344
{'axis': 'Y', 'long_name': '', 'standard_name': 'latitude', 'units': 'degrees_north'}
-2.499052047729492
start time: 2023-11-15T18:04:50.000000000
end time: 2023-11-15T20:45:10.000000000
'pressure [hPa]','temperature [degC]', 'salinity [g kg-1]'
55.2000,9.4314,34.6777
54.2000,9.4887,34.6833
53.2000,9.6743,34.6930
52.2000,9.8076,34.7087
51.2000,9.9250,34.7172
50.2000,10.0688,34.7266
49.2000,10.1755,34.7364
48.2000,10.2565,34.7465
47.2000,10.3826,34.7577
46.2000,10.5374,34.7667
45.2000,10.7192,34.7741
44.2000,10.7880,34.7748
43.2000,11.0047,34.7716
42.2000,11.1408,34.7645
41.2000,11.2480,34.7556
40.2000,11.3885,34.7521
39.2000,11.6072,34.7495
38.2000,11.7744,34.7454
37.2000,12.0764,34.7649
36.2000,12.3989,34.7889
35.2000,12.6750,34.8067
34.2000,12.9747,34.8232
33.2000,13.3486,34.8481
32.2000,13.6444,34.8707
31.2000,14.0398,34.9112
30.2000,14.3341,34.9512
29.2000,14.6438,34.9982
28.2000,14.9782,35.0354
27.2000,15.2489,35.0738
26.2000,15.4556,35.1003
25.2000,15.4062,35.0871
24.2000,15.3632,35.0787
23.2000,15.4268,35.0675
22.2000,15.3514,35.0569
21.2000,15.3831,35.0579
20.2000,15.4187,35.0485
19.2000,15.5112,35.0487
18.2000,15.7200,35.0611
17.2000,15.9823,35.0845
16.2000,16.3205,35.1078
15.2000,16.5454,35.1263
14.2000,16.7499,35.1415
13.2000,16.9589,35.1543
12.2000,19.4381,35.2875
11.2000,22.2800,35.4402
10.2000,24.8101,35.4455
9.2000,27.1996,35.4078
8.2000,28.8770,35.4404
7.2000,29.4868,35.3575
6.2000,29.4048,35.2548
5.2000,29.3427,35.2488
4.2000,29.3609,35.2507
3.2000,29.3776,35.2536
2.2000,29.3788,35.2502
